,date,text
1916,2022-04-13 12:16:56,"RT @lesiavasylenko: Graveyard of civilian cars shot by artillery in and around #Bucha area. All the owners tried to escape, most were child…"
1917,2022-04-13 12:16:55,RT @bigSAC10: GRAPHIC the corpses of two horses presumably killed by Russian forces during occupation of the surrounding areas of Kyiv Obla…
1918,2022-04-13 12:16:53,RT @lesiavasylenko: 68% of Finns and 59% of Swedes are in favor of @NATO membership. #Russia of course says it’s all about confrontation. W…
1919,2022-04-13 12:16:50,"@PAtol67 @SenfScharf @200_zoka This is it... #Russia lost its place within humanity... They are not considered humans anymore... So calling them ""Orcs"" seems pretty accurate and relevant...
The question is, how can you call them people?"
1920,2022-04-13 12:16:49,RT @NuestraIraSLG: #DNR/#Mariupol—DNR medical personnel in #Novoazovsk providing urgent medical care to three #Ukraine|ian soldiers of the…
1921,2022-04-13 12:16:45,"RT @MarQs__: #Russia considers #US and #NATO vehicles transporting weapons in #Ukraine as legitimate military targets, Russian Deputy Forei…"
1922,2022-04-13 12:16:45,"RT @lesiavasylenko: Graveyard of civilian cars shot by artillery in and around #Bucha area. All the owners tried to escape, most were child…"
1923,2022-04-13 12:16:45,"RT @LevinaNeythiri: BIG: 
1️⃣Sweden &amp; Finland’s PMs have announced they will soon be joining #NATO.
Finland’s PM says it will happen within…"
1924,2022-04-13 12:16:44,RT @nexta_tv: #Ukrainian intelligence reports that #Russia's leadership ordered to destroy any evidence of its army's crimes and therefore…
1925,2022-04-13 12:16:43,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
1926,2022-04-13 12:16:38,RT @TexasRedFox13: The Russian leadership ordered to destroy any evidence of the crimes of its army in Ukraine. Mobile crematoria are used…
1927,2022-04-13 12:16:38,"#morningjoe #MSNBC writ large @McFaul voice adds nothing to the debate on #Ukraine, he is emotional, not objective and takes it all personally because of what #Putin #Russia did to him. Entire commentary=over use on first person pronoun, this is not about #McFaul-get otherVOICES"
1928,2022-04-13 12:16:33,"RT @oryxspioenkop: New article!

Destination Disaster: Russia’s Failure At Hostomel Airport 🇷🇺🇺🇦

#UkraineWar #Russia #Ukraine

https://t.c…"
1929,2022-04-13 12:16:32,"150 kids initiated into Yunarmiya at Paul and Peter Fortress in SPB. 
Among other activities, ""The creative team of the academy club performed the song “Serve #Russia” together w/ schoolchildren and cadets of the university.""
Reminder of 🎵 lyrics: 
https://t.co/RUkMQsmbI9 https://t.co/HVWsC6L163"
1930,2022-04-13 12:16:31,"RT @nexta_tv: ❗️The #UK has significantly expanded its sanctions list.  In its updated version, there are 206 individuals from #Russia and…"
1931,2022-04-13 12:16:31,"RT @UKRWarSitRep: 🇵🇱🇺🇦 A video is circulating on social networks, in which, presumably, a train with military equipment is sent from Poland…"
1932,2022-04-13 12:16:31,"RT @vitalyvoronenko: Putin ""resettling #Ukrainians 5,500 miles away in Siberia and far east #Russia"", report claims.

#UkraineWar #UkraineR…"
1933,2022-04-13 12:16:29,"RT @Francis_A_K: It’s striking and we should ponder the fact that in the midst of the war in #Ukraine, the people of #France has selected f…"
1934,2022-04-13 12:16:29,RT @etxberria55: 'Part Of Russia's Arsenal': Allegations Of Rape By Russian Forces In Ukraine Are Increasing https://t.co/weksgKeQ8T  #Russ…
1935,2022-04-13 12:16:28,"#Russia #currency, #RUBLO: a continuation #bear from 2007 #top!! The #war will stop this #trend??   ⚡️   
https://t.co/9QbrfdHUvW https://t.co/AGlbdCBpK0"
1936,2022-04-13 12:16:27,RT @bigSAC10: GRAPHIC a Ukrainian documents a looted house where an unspeakable atrocity occurred in Makariv. The covered corpse is that of…
1937,2022-04-13 12:16:26,"RT @AlexKokcharov: Near Como, #Lombardy, northern #Italy, unidentified individuals painted the pool of #Russia’s top pro-Kremlin TV propaga…"
1938,2022-04-13 12:16:26,"RT @telesurenglish: #Russia | President Vladimir Putin said that Kiev-Moscow peace negotiations have ""returned to a deadlock,"" as Ukraine h…"
1939,2022-04-13 12:16:26,"#ctdinl #ukraine #Russian
Federal Security Service (#FSB) raided the @aeroflot offices after a former senior executive, Andrei Panov, urged colleagues to “sabotage” #Russia’s war in #Ukraine.
https://t.co/JVW3m24jTc"
1940,2022-04-13 12:16:24,"#AzovBattalion keeps grinding. Word on the street is that one of the Ukrainian elite brigades was able to break through in #Mariupol and join Azov ✊🇺🇦 #Ukraine #RussianArmy #Россия #Russia #StandWithUkraine #RussianUkrainianWar
 #СвоихНеБросаем #потерьнет 
#Z #RussianFederation https://t.co/I34epNDf3o"
1941,2022-04-13 12:16:23,"RT @Schuldensuehner: German Economic Institutes cut 2022 growth from 4.8% to 2.7% (way above consensus) on war impact, higher #inflation fo…"
1942,2022-04-13 12:16:23,"RT @oivshina: In #Dagestan unemployment rate is 15% (compared to average 4% in #Russia), average salary - 400 USD. If one joins army as pri…"
1943,2022-04-13 12:16:21,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
1944,2022-04-13 12:16:20,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
1945,2022-04-13 12:16:15,RT @khalediskef: Russian soldiers found drones containing liquid containers and spraying machines left by the Ukrainian armed forces. These…
1946,2022-04-13 12:16:12,"Speaking out against the war in #Russia now has grave consequences. Independent analysts say more than 15,000 people have been detained in Russia for protesting against the war. @CabbageTV @soonweilun @FrancescaEbel @samtabahriti 
https://t.co/2IufqpJ0j8"
1947,2022-04-13 12:16:12,"RT @LevinaNeythiri: BIG: 
1️⃣Sweden &amp; Finland’s PMs have announced they will soon be joining #NATO.
Finland’s PM says it will happen within…"
1948,2022-04-13 12:16:08,"RT @bulldoghill: Russia committed human rights abuses and broke international humanitarian law during its invasion of Ukraine, the Organiza…"
1949,2022-04-13 12:16:07,RT @nexta_tv: #Ukrainian intelligence reports that #Russia's leadership ordered to destroy any evidence of its army's crimes and therefore…
1950,2022-04-13 12:16:04,"RT @YourMossadNews: ❗️The #UK has significantly expanded its sanctions list.  In its updated version, there are 206 individuals from #Russi…"
1951,2022-04-13 12:16:02,"RT @nexta_tv: ❗️The #UK has significantly expanded its sanctions list.  In its updated version, there are 206 individuals from #Russia and…"
1952,2022-04-13 12:16:01,"RT @AnkaraVoice: Blocked from international financial markets, #Russia could use its influence in West Africa to exploit illicit #gold. One…"
1953,2022-04-13 12:16:00,"RT @MarQs__: #Russia considers #US and #NATO vehicles transporting weapons in #Ukraine as legitimate military targets, Russian Deputy Forei…"
1954,2022-04-13 12:15:59,"#Russia - MChS Rossii (#RA89066) landed on Morozovo Airstrip (#RU-0429) at 4/13/2022, 12:15:59 PM
https://t.co/Gzi1adhOXr"
1955,2022-04-13 12:15:57,"One day I want to wake up and learn that there is no Russian Federation,but instead one small #Russia. That #Putin is dissappear and world get rid off one more ruling #Dictator. 

#RussianFederation #hope"
1956,2022-04-13 12:15:55,#Russia will consider weapons-carrying vehicles of the #USA and #NATO on the territory of #Ukraine as legitimate military goals - Ryabkov
1957,2022-04-13 12:15:55,"#Russia’s tactics in #Ukraine are similar to its military offensive in #Syria, Ukraine’s Foreign Affairs Minister Dmytro Kuleba says in an interview with Al Hadath.
https://t.co/sAX65wC0Y0"
1958,2022-04-13 12:15:54,"RT @MapsUkraine: #RUSSIA 

Another Russian military convoy departed from the Kursk region towards the Ukrainian border, and as usual with R…"
1959,2022-04-13 12:15:54,How #Russian forces have been closing in on #Mariupol over the past few weeks. #Russia #Donbas #Ukraine #Ukrainian https://t.co/ARKjJROayr
1960,2022-04-13 12:15:54,RT @lesiavasylenko: #russia military losses have long surpassed those killed in 10 years in Afghanistan. #WarDay #49
1961,2022-04-13 12:15:53,RT @ChrisStoecker: They are now talking about it openly on TV. #disinformation #Propaganda #Russia
1962,2022-04-13 12:15:53,"@BorisJohnson #BorisJohnson @Conservatives #Conservatives #Russia, by attacking and invading #Ukraine, indirectly stopped the project to create the armed forces of the #EuropeanUnion. #Finland and #Sweden will join @NATO #NATO by the summer."
1963,2022-04-13 12:15:52,RT @bigSAC10: GRAPHIC a dog in Bucha refuses to leave the side of their former friend. The dog was shot by Russian forces as they withdrew.…
1964,2022-04-13 12:15:48,'Part Of Russia's Arsenal': Allegations Of Rape By Russian Forces In Ukraine Are Increasing https://t.co/weksgKeQ8T  #Russia #mfa_russia  rape and murder of civilians  is standard  practice  #PutinsWar @Skynews @CNN @FoxNews @CBSNews @France24 #Meduza
1965,2022-04-13 12:15:46,RT @nexta_tv: ❗️#Britain bans imports of cast iron and steel from #Russia as of April 14.
1966,2022-04-13 12:15:46,RT @Jake_Hanrahan: British #Ukraine Marine Aiden Aslin (AKA Cossack Gundî / Johnny) has had to surrender with his unit to Russian forces in…
1967,2022-04-13 12:15:42,"RT @MarQs__: #Russia considers #US and #NATO vehicles transporting weapons in #Ukraine as legitimate military targets, Russian Deputy Forei…"
1968,2022-04-13 12:15:39,RT @nexta_tv: #Ukrainian intelligence reports that #Russia's leadership ordered to destroy any evidence of its army's crimes and therefore…
1969,2022-04-13 12:15:38,"❗️ The Governor of Kursk announced the shelling of the border checkpoint in the Korenevsky district from small arms, the firing point was suppressed by return fire, there were no casualties or destruction #Ukraine #UkraineWar #Russia #UkraineInvasion"
1970,2022-04-13 12:15:37,"RT @uasupport999: GRAPHIC WARNING: contains soldiers dead bodies 💀

A video reportedly showing 🇷🇺 Russian dead soldiers in Mariupol, killed…"
1971,2022-04-13 12:15:35,"""For those of us born after World War II, this is the most consequential war of our lifetime. Upon its outcome rests the future of European stability and prosperity,"" @EliotACohen writes: https://t.co/53FRwbIaw1 #ukrainewar #geopolitics #russia #military #foreignaffairs"
1972,2022-04-13 12:15:32,"RT @CGTNOfficial: #Russia rejects U.S. claims of alleged use of chemical weapons as ""baseless"" https://t.co/5nCrjeJkKi"
1973,2022-04-13 12:15:26,"RT @sotiridi: Women outside of the #Russia|n Embassy in #Tallinn, #Estonia, are protesting the Rape of Ukrainian women in #Ukraine, by Russ…"
1974,2022-04-13 12:15:20,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
1975,2022-04-13 12:15:20,"RT @TpyxaNews: On the outskirts of Kharkov, after the explosion, a strong fire began. According to preliminary data, another fuel depot was…"
1976,2022-04-13 12:15:19,"RT @MapsUkraine: #RUSSIA 

Another Russian military convoy departed from the Kursk region towards the Ukrainian border, and as usual with R…"
1977,2022-04-13 12:15:18,"RT @RSF_inter: RSF condemns the malicious &amp; sophisticated attack against @gazeta_wyborcza, #Poland's largest independent newspaper. Aiming…"
1978,2022-04-13 12:15:18,"RT @nexta_tv: ❗️The #UK has significantly expanded its sanctions list.  In its updated version, there are 206 individuals from #Russia and…"
1979,2022-04-13 12:15:17,"#IndianArmy organized by resolve to strike a chord with the local populace &amp; to  promote general cleanliness, a cleanliness drive at Village Hamrey. 
#AzadikaAmritMahotsav #Russia #BeastMovie #AliaBhatt #RussiaUkraineWar #esenyurt #RealMadridChelsea #RanbirAliaWedding #Villarreal https://t.co/pa7TKo2dL4"
1980,2022-04-13 12:15:17,"RT @engpravda: The US frames Ukraine with with FIM-92 Stinger MANPADS #pravda #russia #ukraine
https://t.co/5fMDjvpNAF https://t.co/FpbKl4U…"
1981,2022-04-13 12:15:16,RT @nexta_tv: #Ukrainian intelligence reports that #Russia's leadership ordered to destroy any evidence of its army's crimes and therefore…
1982,2022-04-13 12:15:13,"RT @RogerWallaceTX: ""Viktor Medvedchuk said he met Manafort in 2014... In a written response to questions, he said of Manafort that he was…"
1983,2022-04-13 12:15:12,"#Russia considers #US and #NATO vehicles transporting weapons in #Ukraine as legitimate military targets, Russian Deputy Foreign Minister threatens once again"
1984,2022-04-13 12:15:08,"RT @EUFreeCitizen: #Ukraine #StandWithUkraine️ #Russia #UkraineRussiaWar #azovregiment 

#Mariupol : The fight won't stop. #Azov https://t.…"
1985,2022-04-13 12:15:06,"RT @LevinaNeythiri: BIG: 
1️⃣Sweden &amp; Finland’s PMs have announced they will soon be joining #NATO.
Finland’s PM says it will happen within…"
1986,2022-04-13 12:15:06,Russian Woman Gives Soldier Partner Permission to RAPE Ukrainian Locals in Audio Clip Leaked #Ukrain #RAPE #Russia https://t.co/2RiT4R6vau
1987,2022-04-13 12:15:03,"RT @ukraine_world: 16 y.o. Karina was raped by #Russia soldiers and shot in the head. Her tortured body was found in #Bucha.
#BuchaMassacre…"
1988,2022-04-13 12:15:02,"“Unit 74455 of #Russia’s #GRU …, had targeted high-voltage electrical substations in #Ukraine using a variation on … #malware known as Industroyer or Crash Override.”

Russia’s Sandworm Hackers Attempted a Third Blackout in Ukraine https://t.co/pY8Nntwllf"
1989,2022-04-13 12:15:01,"Bitcoin surges into US open as forecast points to attack on $60K
#coinbase #news #binance #russia
https://t.co/QRb9qpizQn"
1990,2022-04-13 12:15:00,"HOMEWORK-ONLINE-HOMEWORK

https://t.co/Kuctf3zAir

#passive #income #money #earn #internet #euro #dollar #stock #exchange #currency #valuta #stockbroker #market #bitcoin #btc #distribution #usa #germany #london #pm #man #woman #putin #europe #russia #china #president #moscow https://t.co/ZaZsAnHu0F"
1991,2022-04-13 12:14:58,RT @nexta_tv: #Ukrainian intelligence reports that #Russia's leadership ordered to destroy any evidence of its army's crimes and therefore…
1992,2022-04-13 12:14:57,"RT @BeardedBrownMa1: They don't show us this on the News do they
#mariupol #ukraine #russia #Nazi #NaziUkraine"
1993,2022-04-13 12:14:56,"RT @MardipOrtaAsya: Russia-Ukraine war latest: Russia claims 1,026 Ukrainian marines surrender in Mariupol; Biden accuses Putin of genocide…"
1994,2022-04-13 12:14:56,"RT @ukraine_world: 16 y.o. Karina was raped by #Russia soldiers and shot in the head. Her tortured body was found in #Bucha.
#BuchaMassacre…"
1995,2022-04-13 12:14:55,"RT @nexta_tv: ❗️The #UK has significantly expanded its sanctions list.  In its updated version, there are 206 individuals from #Russia and…"
1996,2022-04-13 12:14:53,"RT @The5HbK: Destroyed russia'n pontoon bridge near Izium /east #Ukraine

#UkraineUnderAttaсk #UkraineRussia #Ukrainian #Ukriane #UkraineCr…"
1997,2022-04-13 12:14:53,RT @RussianEmbassy: President #Putin: #Russia's economy will definitely adapt to the new situation. This is inevitable. https://t.co/E8hF2W…
1998,2022-04-13 12:14:53,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
1999,2022-04-13 12:14:52,RT @Simancre: #Russia is currently the country that has suffered most #sanctions in the world. Has suffered 8500 sanctions for challenging…
2000,2022-04-13 12:14:51,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
2001,2022-04-13 12:14:49,RT @lesiavasylenko: #russia military losses have long surpassed those killed in 10 years in Afghanistan. #WarDay #49
2002,2022-04-13 12:14:48,"@TODAYshow A bird is seen next to a missile from a previous #RussianArmy military attack as the damaged Kharkiv Regional State Administration building seen in the background, amid #Russia's attack on #Ukraine, in #Kharkiv ! https://t.co/aHxdaFOS7w"
2003,2022-04-13 12:14:47,"RT @bigSAC10: GRAPHIC A Ukrainian man stumbles upon a deceased elderly person in Moshchun, Kyiv Oblast tied to a tree. The body exhibited s…"
2004,2022-04-13 12:14:47,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
2005,2022-04-13 12:14:44,RT @nexta_tv: ❗️#Britain bans imports of cast iron and steel from #Russia as of April 14.
2006,2022-04-13 12:14:43,"RT @pass_blue: At the #UN, @IvanDuque calls #Russia's ""brutal attack on the sovereignty of a country"" a ""genocide""

h/t @PamelaFalk 
@Colom…"
2007,2022-04-13 12:14:41,"RT @nexta_tv: ❗️The #UK has significantly expanded its sanctions list.  In its updated version, there are 206 individuals from #Russia and…"
2008,2022-04-13 12:14:41,"RT @MapsUkraine: #RUSSIA 

Another Russian military convoy departed from the Kursk region towards the Ukrainian border, and as usual with R…"
2009,2022-04-13 12:14:40,RT @nexta_tv: ❗️#Britain bans imports of cast iron and steel from #Russia as of April 14.
2010,2022-04-13 12:14:40,RT @georgegalloway: Tune in this time TOMORROW 10pm (BST/GMT+1) for more of this raw and unleashed you will struggle to find anywhere else…
2011,2022-04-13 12:14:39,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
2012,2022-04-13 12:14:39,RT @raging545: VIDEO from Mariupol show Azov Battalion continuing to destroy Russian armored vehicles in the beseiged city. #Ukraine #Russi…
2013,2022-04-13 12:14:37,RT @georgegalloway: Tune in this time TOMORROW 10pm (BST/GMT+1) for more of this raw and unleashed you will struggle to find anywhere else…
2014,2022-04-13 12:14:36,RT @nexta_tv: #Ukrainian intelligence reports that #Russia's leadership ordered to destroy any evidence of its army's crimes and therefore…
2015,2022-04-13 12:14:36,"RT @RSF_inter: RSF condemns the malicious &amp; sophisticated attack against @gazeta_wyborcza, #Poland's largest independent newspaper. Aiming…"
2016,2022-04-13 12:14:34,RT @bigSAC10: GRAPHIC 6 civilians are found in a cellar in Shevchenkove village near Brovary. All sustained gunshot wounds and were presuma…
2017,2022-04-13 12:14:34,"RT @nexta_tv: ❗️The #UK has significantly expanded its sanctions list.  In its updated version, there are 206 individuals from #Russia and…"
2018,2022-04-13 12:14:33,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
2019,2022-04-13 12:14:28,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
2020,2022-04-13 12:14:28,"RT @Challis20201: @SamRamani2 Can’t wait to welcome Sweden 🇸🇪 &amp; Finland 🇫🇮 to NATO!!! 

Well done #putin 🤡 your 48hr invasion is now 48 day…"
2021,2022-04-13 12:14:27,"RT @pass_blue: At the #UN, @IvanDuque calls #Russia's ""brutal attack on the sovereignty of a country"" a ""genocide""

h/t @PamelaFalk 
@Colom…"
2022,2022-04-13 12:14:25,"RT @CGTNOfficial: #Russia could send its energy resources to countries where they were really needed, Russian President Vladimir Putin rema…"
2023,2022-04-13 12:14:25,"Hug a poor little N*** and brutal murd**er today. 🙏🙏😭😭😭😭

🙄🤢🤮🤬

#Putin #IStandWithPutin #istandwithrussia #NaziUkraine #Russian #Russia #Nazi
#UK #EU #USA #Azov #Ukrainian #RussiaUkraineWar #propaganda #BBCAN10 #BBC #news #war https://t.co/djA4aeHTS8"
2024,2022-04-13 12:14:24,RT @EUOSCE: #MoscowMechanism report outlines clear patterns of violations of IHL &amp;IHRL by #Russia’s brutal and illegal war against Ukraine.…
2025,2022-04-13 12:14:21,"Lengthening war in #Ukraine️  creates major problems for global economy
Worries spread over growing economic and financial risks as conflict could last for years via WAPO
#RussiaUkraineWar  #Russia  #RussianWarCrimes 
#UkraineRussia"
2026,2022-04-13 12:14:20,"RT @uasupport999: Some photos …

#Россия #russia #Putler https://t.co/z25HYblpGE"
2027,2022-04-13 12:14:20,"RT @petermaer: .@POTUS accuses #Russia of ""genocide"" in #Ukraine.  US had avoided  that public accusation.  @POTUS told reporters he purpos…"
2028,2022-04-13 12:14:20,RT @RussianEmbassy: President #Putin: #Russia's economy will definitely adapt to the new situation. This is inevitable. https://t.co/E8hF2W…
2029,2022-04-13 12:14:15,RT @MateuszSobiera3: Women in Tallinn held a protest in front of the Russian embassy against the mass rape of Ukrainian women by Russian Na…
2030,2022-04-13 12:14:12,"RT @RSF_inter: RSF condemns the malicious &amp; sophisticated attack against @gazeta_wyborcza, #Poland's largest independent newspaper. Aiming…"
2031,2022-04-13 12:14:11,"RT @Nohelema: World #WarCriminals: 

#IsayasAfewerki of #Eritrea in #Tigray
#AbiyAhmed of #Ethiopia in #Tigray
#XiJinping of #China in #Uyg…"
2032,2022-04-13 12:14:10,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
2033,2022-04-13 12:14:07,"RT @LevinaNeythiri: BIG: 
1️⃣Sweden &amp; Finland’s PMs have announced they will soon be joining #NATO.
Finland’s PM says it will happen within…"
2034,2022-04-13 12:14:06,"RT @AnkaraVoice: Blocked from international financial markets, #Russia could use its influence in West Africa to exploit illicit #gold. One…"
2035,2022-04-13 12:14:05,"RT @lesiavasylenko: Graveyard of civilian cars shot by artillery in and around #Bucha area. All the owners tried to escape, most were child…"
2036,2022-04-13 12:14:04,RT @nexta_tv: #Ukrainian intelligence reports that #Russia's leadership ordered to destroy any evidence of its army's crimes and therefore…
2037,2022-04-13 12:14:03,"RT @nexta_tv: ❗️The #UK has significantly expanded its sanctions list.  In its updated version, there are 206 individuals from #Russia and…"
2038,2022-04-13 12:14:01,"RT @JustinSla3: Captured Ukrainian fighters confess to their crimes against civilians, shooting women for refusing 'to go to another room'…"
2039,2022-04-13 12:14:01,"RT @MapsUkraine: #RUSSIA 

Another Russian military convoy departed from the Kursk region towards the Ukrainian border, and as usual with R…"
2040,2022-04-13 12:14:00,RT @nexta_tv: #Ukrainian intelligence reports that #Russia's leadership ordered to destroy any evidence of its army's crimes and therefore…
2041,2022-04-13 12:13:58,"RT @Nohelema: World #WarCriminals: 

#IsayasAfewerki of #Eritrea in #Tigray
#AbiyAhmed of #Ethiopia in #Tigray
#XiJinping of #China in #Uyg…"
2042,2022-04-13 12:13:58,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
2043,2022-04-13 12:13:56,"""Making people in #Russia feel that something is going on via #sanctions is costly, but a very powerful information campaign"" - @Nataliia_Shapo, Chair of the @KyivSchool Institute. Listen to her analysis on @Deezer: https://t.co/Gl83ldDtnY🎧 5/7"
2044,2022-04-13 12:13:56,"RT @ProfessorsBlogg: Happy to join 10 Apr @georgegalloway’s“Mother of All Talkshows""–@MoatsTV.
In my dreams I´d get this question:
–""U know…"
2045,2022-04-13 12:13:55,"RT @bulldoghill: Russia committed human rights abuses and broke international humanitarian law during its invasion of Ukraine, the Organiza…"
2046,2022-04-13 12:13:53,"One day after #Russia’s all-out invasion of #Ukraine, we met online with 🇺🇦 &amp; 🇩🇪 experts to discuss what steps the West should take. Many of their statements are still relevant today! Listen to them (OV) in a new #podcast episode of #UkraineMEMO 🎙️https://t.co/8b2vI9v7hC ...🧵1/7 https://t.co/wdN0O0n9QU"
2047,2022-04-13 12:13:50,RT @JavierBlas: Germany’s ambassador in Washington about her country’s reluctance to stop importing gas from Russia immediately (read her w…
2048,2022-04-13 12:13:50,it is going to be a beautiful wednesday humans - only love #aliens #science #technology #earth #water #nfts #mint #april #may #glass #tesla #car #ufc #nfl #nba #ncaa #love #artist #nike #russia #china #europe
2049,2022-04-13 12:13:50,"Thousands of people are believed to have been killed in #Mariupol and #Russia has been massing thousands of troops in the area for a new assault. #Ukraine says tens of thousands of civilians have been trapped inside the city with no way to bring in food or water! 
Мариуполе"
2050,2022-04-13 12:13:50,"RT @merkeb90634556: While #EU &amp; #US unfailing purchases of #Russia'n oil &amp; gas never fit z criteria of 'hypocrisy', Washington's bold threa…"
2051,2022-04-13 12:13:47,RT @nexta_tv: ❗️#Britain bans imports of cast iron and steel from #Russia as of April 14.
2052,2022-04-13 12:13:45,RT @RussianEmbassy: President #Putin: #Russia's economy will definitely adapt to the new situation. This is inevitable. https://t.co/E8hF2W…
2053,2022-04-13 12:13:45,RT @MarQs__: Thread on #Ukraine 🇺🇦 / #Russia 🇷🇺 for today ☕️
2054,2022-04-13 12:13:39,"RT @LevinaNeythiri: BIG: 
1️⃣Sweden &amp; Finland’s PMs have announced they will soon be joining #NATO.
Finland’s PM says it will happen within…"
2055,2022-04-13 12:13:39,"RT @nexta_tv: ❗️The #UK has significantly expanded its sanctions list.  In its updated version, there are 206 individuals from #Russia and…"
2056,2022-04-13 12:13:37,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
2057,2022-04-13 12:13:36,"RT @Blue_Sauron: 📸 Another US-supplied Mk 19 belt-fed automatic grenade launcher in use by Ukrainian troops.
#Russia #Ukraine https://t.co/…"
2058,2022-04-13 12:13:33,"RT @telesurenglish: #Russia | President Vladimir Putin said that Kiev-Moscow peace negotiations have ""returned to a deadlock,"" as Ukraine h…"
2059,2022-04-13 12:13:33,"RT @oivshina: In #Dagestan unemployment rate is 15% (compared to average 4% in #Russia), average salary - 400 USD. If one joins army as pri…"
2060,2022-04-13 12:13:29,"Russia's Inflation May Reach 17-20% in 2022, Says Accounts Chamber Chairman Alexei Kudrin 
#Russia #Inflation #RussiaInflation 
https://t.co/HCBP5wqmJ9"
2061,2022-04-13 12:13:26,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
2062,2022-04-13 12:13:26,"RT @Nohelema: World #WarCriminals: 

#IsayasAfewerki of #Eritrea in #Tigray
#AbiyAhmed of #Ethiopia in #Tigray
#XiJinping of #China in #Uyg…"
2063,2022-04-13 12:13:26,"@avalaina @StanleyCohenLaw HTH would any of these allegedly ""#raped"" #Ukrainian women know, &amp; unless they were raped on 24th Feb 2022 when #Russia invaded, within a month &amp; a half that they're ""#pregnant""?! Because allegedly medically earliest pregnancy tests can be done 14 days after the occasion."
2064,2022-04-13 12:13:26,"RT @Ghirmai2Abraham: While #EU &amp; #US unfailing purchases of #Russia'n oil &amp; gas never fit z criteria of 'hypocrisy', Washington's bold thre…"
2065,2022-04-13 12:13:19,RT @UKRWarSitRep: 🇬🇧🇺🇸⚡️Russia will consider US and NATO vehicles carrying weapons on Ukrainian territory as legitimate military targets -…
2066,2022-04-13 12:13:16,"RT @AnkaraVoice: Blocked from international financial markets, #Russia could use its influence in West Africa to exploit illicit #gold. One…"
2067,2022-04-13 12:13:15,"RT @telesurenglish: #Russia | President Vladimir Putin said that Kiev-Moscow peace negotiations have ""returned to a deadlock,"" as Ukraine h…"
2068,2022-04-13 12:13:13,"RT @RSF_inter: RSF condemns the malicious &amp; sophisticated attack against @gazeta_wyborcza, #Poland's largest independent newspaper. Aiming…"
2069,2022-04-13 12:13:12,RT @jasrand8: @Hart4Equality @Klitschko @OlafScholz @Bundeskanzler @vonderleyen If a Soldier is an extension of their President and the peo…
2070,2022-04-13 12:13:12,"RT @lesiavasylenko: Graveyard of civilian cars shot by artillery in and around #Bucha area. All the owners tried to escape, most were child…"
2071,2022-04-13 12:13:12,RT @AnnaLog28694349: @McFaul #Russia’s generals will eventually have to come together and force #Putin to face facts. But there seems likel…
2072,2022-04-13 12:13:11,RT @lesiavasylenko: 16 y.o. Karina raped by #Russia soldiers and shot in the head. Her mother’s search for her ended as her tortured body w…
2073,2022-04-13 12:13:10,"“Italian UniCredit &amp; Austrian Raiffeisen might have some support at home to stick things out. Historically, #Italy, #Austria &amp; #Germany have been on the more #Russia-friendly end of the European spectrum… Investors… have been much more decisive than the lenders themselves.”🤔"
2074,2022-04-13 12:13:09,"RT @RubrykaEng: It is vital to spread the truth about #russia's brutal and unprovoked war in #Ukraine. 
We operate 24/7 to inform the world…"
2075,2022-04-13 12:13:07,"RT @lesiavasylenko: Graveyard of civilian cars shot by artillery in and around #Bucha area. All the owners tried to escape, most were child…"
2076,2022-04-13 12:13:07,"#ukrainebreakingnews
#Sweden to apply for #NATO membership in June.
#UkraineRussiaWar #RussianUkrainianWar #Kiev #Kyiv #Russia #Ukraine 
Our Telegram: https://t.co/WXsUcPwVXK"
